season,offensive_play_caller,posteam,plays,games,head_coach_count,actual_pass_rate_pct,expected_pass_rate_pct,model_pass_oe_pct,nflverse_pass_oe_pct,mean_epa,success_rate_pct,mean_yards_gained,bootstrap_games,bootstrap_plays,observed_pass_oe,bootstrap_standard_error,ci_95_lower,ci_95_upper,probability_pass_heavy,probability_run_heavy,observed_pass_oe_pct,bootstrap_standard_error_pct,ci_95_lower_pct,ci_95_upper_pct,ci_excludes_zero,tendency_label,meets_minimum_sample
2024,Shane Waldron,CHI,563,9,1,62.88,64.58,-1.7,-324.26,-0.1017,38.9,4.46,9,563,-0.016996,0.013509,-0.045048,0.008587,0.0985,0.9015,-1.7,1.35,-4.5,0.86,false,uncertain,true
2024,Sean McVay,LA,1140,19,1,58.95,60.68,-1.73,-292.38,0.0174,46.75,5.57,19,1140,-0.017291,0.015818,-0.048769,0.012308,0.1335,0.8665,-1.73,1.58,-4.88,1.23,false,uncertain,true
2024,Klint Kubiak,NO,1020,17,2,60.2,62.78,-2.58,-516.99,-0.0527,40.78,5.34,17,1020,-0.025824,0.020279,-0.068609,0.010155,0.094,0.906,-2.58,2.03,-6.86,1.02,false,uncertain,true
2024,Brian Callahan,TEN,1017,17,1,60.18,63.17,-2.99,-649.04,-0.096,40.02,5.08,17,1017,-0.029936,0.018003,-0.064245,0.005511,0.0495,0.9505,-2.99,1.8,-6.42,0.55,false,uncertain,true
2024,Joe Brady,BUF,1196,20,1,56.02,59.04,-3.02,-295.05,0.1944,47.99,6.06,20,1196,-0.030169,0.016481,-0.062234,0.003107,0.038,0.962,-3.02,1.65,-6.22,0.31,false,uncertain,true
2024,Arthur Smith,PIT,1102,18,1,56.26,59.44,-3.18,-521.79,-0.0151,40.65,5.19,18,1102,-0.031813,0.014476,-0.0585,-0.00271,0.0165,0.9835,-3.18,1.45,-5.85,-0.27,true,run-heavy,true
2024,Ben Johnson,DET,1162,18,1,54.99,59.26,-4.27,-351.57,0.1647,50.52,6.46,18,1162,-0.042682,0.01362,-0.069968,-0.017474,0.0,1.0,-4.27,1.36,-7.0,-1.75,true,run-heavy,true
2024,Shane Steichen,IND,1025,17,1,55.32,61.22,-5.9,-833.68,-0.0411,40.49,5.56,17,1025,-0.058988,0.018244,-0.096637,-0.023501,0.0,1.0,-5.9,1.82,-9.66,-2.35,true,run-heavy,true
2024,Zac Robinson,ATL,1061,17,1,55.98,62.11,-6.13,-776.17,0.048,48.44,5.94,17,1061,-0.061292,0.016419,-0.092638,-0.026817,0.0,1.0,-6.13,1.64,-9.26,-2.68,true,run-heavy,true
2024,Kellen Moore,PHI,1330,21,1,48.8,56.15,-7.35,-885.58,0.126,44.96,5.8,21,1330,-0.073482,0.016391,-0.103558,-0.039646,0.0,1.0,-7.35,1.64,-10.36,-3.96,true,run-heavy,true
2024,Matt LaFleur,GB,1071,18,1,51.91,59.58,-7.66,-822.26,0.0743,45.1,6.18,18,1071,-0.076641,0.018628,-0.115508,-0.04326,0.0,1.0,-7.66,1.86,-11.55,-4.33,true,run-heavy,true
2024,Todd Monken,BAL,1157,19,1,51.6,60.15,-8.55,-798.54,0.2389,50.56,7.0,19,1157,-0.08549,0.014255,-0.115314,-0.058589,0.0,1.0,-8.55,1.43,-11.53,-5.86,true,run-heavy,true
2025,Drew Petzing,ARI,1068,17,1,69.76,64.29,5.47,412.43,-0.0119,43.16,5.19,17,1068,0.05468,0.012002,0.027737,0.075357,1.0,0.0,5.47,1.2,2.77,7.54,true,pass-heavy,true
2025,Andy Reid,KC,1045,17,1,65.65,60.9,4.75,395.09,0.0339,44.4,5.23,17,1045,0.047452,0.01659,0.013954,0.079148,0.997,0.003,4.75,1.66,1.4,7.91,true,pass-heavy,true
2025,Sean Payton,DEN,1197,19,1,63.24,59.85,3.39,170.0,0.0296,43.27,5.33,19,1197,0.033865,0.011654,0.010663,0.05591,0.998,0.002,3.39,1.17,1.07,5.59,true,pass-heavy,true
2025,Sean McVay,LA,1257,20,1,59.67,57.0,2.66,262.69,0.1522,50.84,6.34,20,1257,0.02662,0.012943,0.003521,0.053837,0.988,0.012,2.66,1.29,0.35,5.38,true,pass-heavy,true
2025,Josh McDaniels,NE,1261,21,1,60.9,58.36,2.55,210.53,0.0945,46.23,6.07,21,1261,0.025459,0.013967,-0.003277,0.05282,0.964,0.036,2.55,1.4,-0.33,5.28,false,uncertain,true
2025,Nick Caley,HOU,1206,19,1,60.53,58.01,2.52,-69.32,-0.0253,41.38,5.15,19,1206,0.025205,0.011575,0.002797,0.047963,0.985,0.015,2.52,1.16,0.28,4.8,true,pass-heavy,true
2025,Zac Taylor,CIN,1044,17,1,65.8,63.55,2.26,171.53,-0.0078,45.5,5.38,17,1044,0.022583,0.013157,-0.004199,0.046659,0.952,0.048,2.26,1.32,-0.42,4.67,false,uncertain,true
2025,Liam Coen,JAX,1123,18,1,60.28,58.17,2.12,167.67,0.0332,44.88,5.44,18,1123,0.021199,0.011391,-0.00043,0.043672,0.973,0.027,2.12,1.14,-0.04,4.37,false,uncertain,true
2025,Greg Roman,LAC,1136,18,1,63.82,61.86,1.96,86.89,-0.0285,43.13,5.19,18,1136,0.019581,0.015826,-0.01143,0.048991,0.8895,0.1105,1.96,1.58,-1.14,4.9,false,uncertain,true
2025,Chip Kelly,LV,635,11,1,64.72,62.86,1.87,-6.57,-0.1851,39.53,4.67,11,635,0.018688,0.028723,-0.039783,0.071965,0.747,0.253,1.87,2.87,-3.98,7.2,false,uncertain,true
2025,Shane Steichen,IND,999,17,1,59.96,58.36,1.6,-65.81,0.0831,46.65,5.89,17,999,0.01596,0.015216,-0.012481,0.047526,0.8485,0.1515,1.6,1.52,-1.25,4.75,false,uncertain,true
2025,Kevin O'Connell,MIN,934,17,1,61.13,59.57,1.56,-91.26,-0.1046,42.83,5.02,17,934,0.015614,0.013626,-0.01201,0.040773,0.854,0.146,1.56,1.36,-1.2,4.08,false,uncertain,true
2025,Tommy Rees,CLE,515,9,1,60.39,59.31,1.08,-398.51,-0.1932,35.53,4.56,9,515,0.010811,0.016025,-0.018466,0.042736,0.7295,0.2705,1.08,1.6,-1.85,4.27,false,uncertain,true
2025,Arthur Smith,PIT,1029,18,1,61.22,60.36,0.87,-76.66,-0.0042,43.15,5.23,18,1029,0.008692,0.015059,-0.021326,0.038489,0.708,0.292,0.87,1.51,-2.13,3.85,false,uncertain,true
2025,Kevin Stefanski,CLE,508,8,1,64.57,64.12,0.45,-344.56,-0.1784,33.66,4.15,8,508,0.00447,0.013587,-0.022247,0.029884,0.6445,0.3555,0.45,1.36,-2.22,2.99,false,uncertain,true
2025,Kyle Shanahan,SF,1175,19,1,59.4,58.98,0.43,-70.18,0.0619,47.66,5.61,19,1175,0.004276,0.014583,-0.024919,0.031552,0.6165,0.3835,0.43,1.46,-2.49,3.16,false,uncertain,true
2025,Greg Olson,LV,302,6,1,61.92,61.52,0.4,-495.44,-0.2597,33.77,4.01,6,302,0.003999,0.02753,-0.039089,0.060066,0.5925,0.4075,0.4,2.75,-3.91,6.01,false,uncertain,false
2025,Kellen Moore,NO,1060,17,1,63.21,63.07,0.14,-294.98,-0.0801,42.08,5.04,17,1060,0.001389,0.016335,-0.028952,0.033933,0.52,0.48,0.14,1.63,-2.9,3.39,false,uncertain,true
2025,Bo Hardegree,TEN,810,14,2,64.94,65.31,-0.38,-399.81,-0.1436,37.65,4.64,14,810,-0.003756,0.015302,-0.032202,0.026015,0.4095,0.5905,-0.38,1.53,-3.22,2.6,false,uncertain,true
2025,Brian Schottenheimer,DAL,1097,17,1,62.08,62.63,-0.55,-79.42,0.1029,46.67,6.08,17,1097,-0.005468,0.010972,-0.027249,0.015862,0.3325,0.6675,-0.55,1.1,-2.72,1.59,false,uncertain,true
2025,Kevin Patullo,PHI,1062,18,1,57.44,58.81,-1.37,-299.75,0.0252,43.22,5.29,18,1062,-0.013712,0.020107,-0.050536,0.027266,0.2535,0.7465,-1.37,2.01,-5.05,2.73,false,uncertain,true
2025,Josh Grizzard,TB,1055,17,1,60.47,62.33,-1.86,-337.62,-0.0041,42.56,5.17,17,1055,-0.018584,0.020031,-0.058187,0.020481,0.17,0.83,-1.86,2.0,-5.82,2.05,false,uncertain,true
2025,Matt LaFleur,GB,1057,18,1,56.76,59.09,-2.33,-340.32,0.131,47.59,5.76,18,1057,-0.023305,0.018213,-0.06151,0.010141,0.1035,0.8965,-2.33,1.82,-6.15,1.01,false,uncertain,true
2025,Brian Callahan,TEN,184,3,1,65.22,67.65,-2.43,-301.43,-0.2266,36.41,3.62,3,184,-0.024318,0.016445,-0.051619,0.012801,0.0395,0.9605,-2.43,1.64,-5.16,1.28,false,uncertain,false
2025,Dan Campbell,DET,567,9,1,63.67,66.29,-2.63,-255.35,0.084,44.62,6.25,9,567,-0.026258,0.02975,-0.089888,0.026733,0.178,0.822,-2.63,2.97,-8.99,2.67,false,uncertain,true
2025,Mike Kafka,NYG,1074,17,2,58.1,60.78,-2.68,-460.25,0.0119,41.99,5.28,17,1074,-0.026838,0.019295,-0.064733,0.01099,0.0895,0.9105,-2.68,1.93,-6.47,1.1,false,uncertain,true
2025,Dave Canales,CAR,1050,18,1,59.62,62.56,-2.94,-508.65,-0.0255,43.33,5.12,18,1050,-0.029422,0.020475,-0.068784,0.012109,0.0785,0.9215,-2.94,2.05,-6.88,1.21,false,uncertain,true
2025,Joe Brady,BUF,1190,19,1,56.22,59.2,-2.98,-287.98,0.1513,48.99,6.06,19,1190,-0.029803,0.013357,-0.056316,-0.004849,0.0105,0.9895,-2.98,1.34,-5.63,-0.48,true,run-heavy,true
2025,Ben Johnson,CHI,1241,19,1,59.47,62.67,-3.21,-378.76,0.0846,45.61,5.76,19,1241,-0.032067,0.007913,-0.047216,-0.015987,0.0,1.0,-3.21,0.79,-4.72,-1.6,true,run-heavy,true
2025,Kliff Kingsbury,WAS,969,17,1,58.2,61.99,-3.79,-412.01,0.0187,45.82,5.6,17,969,-0.037851,0.017948,-0.072189,-0.002305,0.019,0.981,-3.79,1.79,-7.22,-0.23,true,run-heavy,true
2025,Zac Robinson,ATL,1030,17,1,56.6,60.49,-3.89,-615.87,-0.017,43.79,5.51,17,1030,-0.038883,0.012983,-0.064386,-0.01425,0.0015,0.9985,-3.89,1.3,-6.44,-1.42,true,run-heavy,true
2025,Mike McDaniel,MIA,932,17,1,56.87,61.07,-4.2,-533.47,-0.0077,42.27,5.49,17,932,-0.042009,0.01372,-0.067789,-0.014125,0.003,0.997,-4.2,1.37,-6.78,-1.41,true,run-heavy,true
2025,Klint Kubiak,SEA,1176,20,1,52.47,57.36,-4.89,-635.55,0.0547,46.09,5.95,20,1176,-0.04894,0.013071,-0.074626,-0.023368,0.0,1.0,-4.89,1.31,-7.46,-2.34,true,run-heavy,true
2025,Tanner Engstrand,NYJ,996,17,1,61.04,67.33,-6.28,-849.38,-0.1281,40.46,4.47,17,996,-0.062826,0.019103,-0.100338,-0.027455,0.0,1.0,-6.28,1.91,-10.03,-2.75,true,run-heavy,true
2025,John Morton,DET,479,8,1,54.91,62.9,-8.0,-646.71,0.1067,46.35,5.87,8,479,-0.079976,0.012229,-0.104192,-0.056645,0.0,1.0,-8.0,1.22,-10.42,-5.66,true,run-heavy,false
2025,Todd Monken,BAL,952,17,1,52.63,61.07,-8.45,-879.21,0.0401,44.64,5.95,17,952,-0.084481,0.019168,-0.120444,-0.045885,0.0,1.0,-8.45,1.92,-12.04,-4.59,true,run-heavy,true
