season,head_coach,posteam,plays,games,actual_pass_rate,expected_pass_rate,model_pass_oe,nflverse_expected_pass_rate,nflverse_pass_oe,mean_epa,success_rate,mean_yards_gained,meets_minimum_sample,actual_pass_rate_pct,expected_pass_rate_pct,model_pass_oe_pct,nflverse_pass_oe_pct,success_rate_pct,bootstrap_games,bootstrap_plays,observed_pass_oe,bootstrap_standard_error,ci_95_lower,ci_95_upper,probability_pass_heavy,probability_run_heavy,observed_pass_oe_pct,bootstrap_standard_error_pct,ci_95_lower_pct,ci_95_upper_pct,ci_excludes_zero,tendency_label
2020,Vic Fangio,DEN,1009,16,0.6055500495540139,0.6406109484850516,-0.03506089893103773,0.6618587993107536,-5.63087497567398,-0.08541595527751154,0.3904856293359762,5.337958374628345,true,60.56,64.06,-3.51,-563.09,39.05,16,1009,-0.035061,0.019697,-0.077744,0.000809,0.026,0.974,-3.51,1.97,-7.77,0.08,false,uncertain
2020,Kyle Shanahan,SF,1035,16,0.5942028985507246,0.6339371263158593,-0.03973422776513474,0.641172274151718,-4.696937560099334,0.009819920695317008,0.4608695652173913,5.730434782608696,true,59.42,63.39,-3.97,-469.69,46.09,16,1035,-0.039734,0.006118,-0.051779,-0.028473,0.0,1.0,-3.97,0.61,-5.18,-2.85,true,run-heavy
2020,Frank Reich,IND,1082,17,0.5711645101663586,0.6112002707739747,-0.04003576060761606,0.6146264883143872,-4.346197814802861,0.08742920312861588,0.4611829944547135,6.044362292051756,true,57.12,61.12,-4.0,-434.62,46.12,17,1082,-0.040036,0.016266,-0.071843,-0.007589,0.0075,0.9925,-4.0,1.63,-7.18,-0.76,true,run-heavy
2020,Mike Zimmer,MIN,1011,16,0.5628090999010881,0.6251306513800273,-0.0623215514789393,0.6100907805536963,-4.728168065260827,0.09980954994080768,0.49159248269040556,6.231454005934718,true,56.28,62.51,-6.23,-472.82,49.16,16,1011,-0.062322,0.013962,-0.089107,-0.035062,0.0,1.0,-6.23,1.4,-8.91,-3.51,true,run-heavy
2020,Mike Vrabel,TEN,1061,17,0.5240339302544769,0.6232670213686523,-0.09923309111417541,0.6157148937948407,-9.168096354036372,0.16803852592725052,0.49670122525918947,6.196983977379831,true,52.4,62.33,-9.92,-916.81,49.67,17,1061,-0.099233,0.016985,-0.131897,-0.065406,0.0,1.0,-9.92,1.7,-13.19,-6.54,true,run-heavy
2020,Bill Belichick,NE,961,16,0.518210197710718,0.6206045789498607,-0.10239438123914262,0.6365669550031082,-11.835675729239025,0.002768520941749651,0.4630593132154006,5.460978147762747,true,51.82,62.06,-10.24,-1183.57,46.31,16,961,-0.102394,0.020359,-0.143544,-0.062742,0.0,1.0,-10.24,2.04,-14.35,-6.27,true,run-heavy
2020,John Harbaugh,BAL,1105,18,0.5076923076923077,0.6178565868375784,-0.11016427914527067,0.6095656082733657,-10.187330058105795,0.11147197572555913,0.45429864253393665,5.9411764705882355,true,50.77,61.79,-11.02,-1018.73,45.43,18,1105,-0.110164,0.016206,-0.142067,-0.078208,0.0,1.0,-11.02,1.62,-14.21,-7.82,true,run-heavy
2021,Bruce Arians,TB,1259,19,0.6830818109610802,0.6093468437047326,0.0737349672563476,0.6029144650779374,8.016734588314277,0.11885339092983643,0.4868943606036537,6.056393963463066,true,68.31,60.93,7.37,801.67,48.69,19,1259,0.073735,0.013777,0.04583,0.100007,1.0,0.0,7.37,1.38,4.58,10.0,true,pass-heavy
2021,Andy Reid,KC,1314,20,0.6811263318112634,0.6111094062817172,0.07001692552954614,0.5806258057075435,10.126156111133017,0.16467642862536394,0.5167427701674278,6.218417047184171,true,68.11,61.11,7.0,1012.62,51.67,20,1314,0.070017,0.010644,0.049305,0.090713,1.0,0.0,7.0,1.06,4.93,9.07,true,pass-heavy
2021,Jon Gruden,LV,334,5,0.6706586826347305,0.6238620425245409,0.04679664011018958,0.6218689486250549,4.878973400967563,-0.0033509006325907623,0.437125748502994,5.649700598802395,false,67.07,62.39,4.68,487.9,43.71,5,334,0.046797,0.026165,-0.004318,0.097303,0.9515,0.0485,4.68,2.62,-0.43,9.73,false,uncertain
2021,Matt LaFleur,GB,1099,18,0.6169244767970883,0.5759671951383298,0.04095728165875843,0.5785416073951399,3.838286940194836,0.12591663178952314,0.4813466787989081,5.912647861692448,true,61.69,57.6,4.1,383.83,48.13,18,1099,0.040957,0.013521,0.017605,0.069702,1.0,0.0,4.1,1.35,1.76,6.97,true,pass-heavy
2021,Brandon Staley,LAC,1112,17,0.6654676258992805,0.6258988417371508,0.03956878416212968,0.6275558050373475,3.791182086193304,0.0921999595982221,0.4748201438848921,5.97931654676259,true,66.55,62.59,3.96,379.12,47.48,17,1112,0.039569,0.013274,0.013331,0.065506,0.998,0.002,3.96,1.33,1.33,6.55,true,pass-heavy
2021,Brian Flores,MIA,1076,17,0.6356877323420075,0.5978011322213935,0.03788660012061394,0.6130005791471738,2.2687153194833645,-0.04603887442176934,0.4144981412639405,4.860594795539034,true,63.57,59.78,3.79,226.87,41.45,17,1076,0.037887,0.016573,0.006665,0.071013,0.994,0.006,3.79,1.66,0.67,7.1,true,pass-heavy
2021,Sean McDermott,BUF,1231,19,0.6474411047928513,0.6144970045772384,0.03294410021561285,0.606602604123427,4.083850066942427,0.14949383877247713,0.487408610885459,6.030056864337936,true,64.74,61.45,3.29,408.39,48.74,19,1231,0.032944,0.015899,0.00138,0.063447,0.9805,0.0195,3.29,1.59,0.14,6.34,true,pass-heavy
2021,Rich Bisaccia,LV,800,13,0.64375,0.6173481458515563,0.02640185414844366,0.6299853196833283,1.376468031667173,-0.006222147245634999,0.455,5.865,true,64.38,61.73,2.64,137.65,45.5,13,800,0.026402,0.015786,-0.003341,0.05829,0.957,0.043,2.64,1.58,-0.33,5.83,false,uncertain
2021,Robert Saleh,NYJ,1027,17,0.6572541382667965,0.6376607621320299,0.019593376134766534,0.6535271738203353,0.3726964446461189,-0.09249301898182086,0.4157740993184031,5.079844206426485,true,65.73,63.77,1.96,37.27,41.58,17,1027,0.019593,0.017557,-0.014632,0.053114,0.868,0.132,1.96,1.76,-1.46,5.31,false,uncertain
2021,Sean McVay,LA,1302,21,0.6144393241167435,0.5998908228539868,0.0145485012627567,0.5927173416466437,2.2490031625245757,0.06649109353392649,0.45622119815668205,6.037634408602151,true,61.44,59.99,1.45,224.9,45.62,21,1302,0.014549,0.01167,-0.008902,0.036485,0.893,0.107,1.45,1.17,-0.89,3.65,false,uncertain
2021,Zac Taylor,CIN,1278,21,0.6205007824726134,0.6103977861611207,0.010102996311492739,0.6108744907453773,0.9626291727236179,0.04901084527876999,0.43583724569640064,5.849765258215962,true,62.05,61.04,1.01,96.26,43.58,21,1278,0.010103,0.017289,-0.024127,0.044312,0.7155,0.2845,1.01,1.73,-2.41,4.43,false,uncertain
2021,Arthur Smith,ATL,989,17,0.6359959555106168,0.6262095032781124,0.009786452232504322,0.6444134284959705,-0.8417472985353701,-0.0909973589947002,0.40546006066734075,5.223458038422649,true,63.6,62.62,0.98,-84.17,40.55,17,989,0.009786,0.014975,-0.020325,0.038509,0.7495,0.2505,0.98,1.5,-2.03,3.85,false,uncertain
2021,Joe Judge,NYG,1035,17,0.6376811594202898,0.6319746824751931,0.005706476945096767,0.6534534112338859,-1.480606823871677,-0.16170719737169026,0.391304347826087,4.727536231884058,true,63.77,63.2,0.57,-148.06,39.13,17,1035,0.005706,0.021058,-0.03889,0.043363,0.6065,0.3935,0.57,2.11,-3.89,4.34,false,uncertain
2021,Mike Tomlin,PIT,1159,18,0.6479723899913719,0.6428945413059961,0.005077848685375752,0.6595395996706999,-1.1567209679328028,-0.07551370716005304,0.3917169974115617,4.859361518550474,true,64.8,64.29,0.51,-115.67,39.17,18,1159,0.005078,0.012221,-0.018911,0.029259,0.658,0.342,0.51,1.22,-1.89,2.93,false,uncertain
2021,Matt Rhule,CAR,1088,17,0.625,0.6214821247129392,0.0035178752870607894,0.6332615316838629,-0.8261531683862867,-0.1226293654730935,0.4108455882352941,4.679227941176471,true,62.5,62.15,0.35,-82.62,41.08,17,1088,0.003518,0.012596,-0.021418,0.028215,0.604,0.396,0.35,1.26,-2.14,2.82,false,uncertain
2021,Mike McCarthy,DAL,1196,18,0.6287625418060201,0.6258242183772643,0.0029383234287557285,0.6145453425202158,1.4217199285804327,0.08852525319981253,0.4665551839464883,6.048494983277592,true,62.88,62.58,0.29,142.17,46.66,18,1196,0.002938,0.021368,-0.036778,0.047643,0.5575,0.4425,0.29,2.14,-3.68,4.76,false,uncertain
2021,Kliff Kingsbury,ARI,1151,18,0.6081668114682884,0.6063871918179302,0.0017796196503582474,0.6007407979779172,0.7426013490371244,0.07064401803451004,0.46741963509991313,5.695047784535187,true,60.82,60.64,0.18,74.26,46.74,18,1151,0.00178,0.012918,-0.023459,0.027524,0.538,0.462,0.18,1.29,-2.35,2.75,false,uncertain
2021,Darrell Bevell,JAX,241,4,0.6224066390041494,0.6210563906747231,0.001350248329426305,0.6415109677217066,-1.9104328717557226,-0.00961359462028355,0.44398340248962653,5.211618257261411,false,62.24,62.11,0.14,-191.04,44.4,4,241,0.00135,0.019608,-0.035679,0.038282,0.5815,0.4185,0.14,1.96,-3.57,3.83,false,uncertain
2021,Matt Nagy,CHI,1058,17,0.6190926275992439,0.6198272268537972,-0.0007345992545534188,0.6409825619683374,-2.188993436909353,-0.09869995993249929,0.41304347826086957,4.948015122873346,true,61.91,61.98,-0.07,-218.9,41.3,17,1058,-0.000735,0.01718,-0.035051,0.032846,0.4755,0.5245,-0.07,1.72,-3.51,3.28,false,uncertain
2021,David Culley,HOU,1001,17,0.6113886113886113,0.6155682688635338,-0.004179657474922473,0.645767966845444,-3.4379355456832643,-0.13792226760293,0.37362637362637363,4.726273726273726,true,61.14,61.56,-0.42,-343.79,37.36,17,1001,-0.00418,0.01928,-0.043581,0.03204,0.404,0.596,-0.42,1.93,-4.36,3.2,false,uncertain
2021,Urban Meyer,JAX,777,13,0.6628056628056628,0.671907464040156,-0.009101801234493202,0.6844998516497158,-2.169418884405298,-0.1114342394570643,0.43886743886743884,5.075933075933076,true,66.28,67.19,-0.91,-216.94,43.89,13,777,-0.009102,0.017306,-0.042554,0.025065,0.293,0.707,-0.91,1.73,-4.26,2.51,false,uncertain
2021,John Harbaugh,BAL,1166,17,0.6312178387650086,0.6448221340818435,-0.013604295316835012,0.6438136610504412,-1.2595822285432656,0.015976014042807823,0.4665523156089194,5.530017152658662,true,63.12,64.48,-1.36,-125.96,46.66,17,1166,-0.013604,0.017519,-0.050779,0.018459,0.233,0.767,-1.36,1.75,-5.08,1.85,false,uncertain
2021,Pete Carroll,SEA,943,17,0.601272534464475,0.6171295645749314,-0.01585703011045628,0.6212857617055434,-2.001322724106835,0.03502703385721987,0.432661717921527,5.846235418875928,true,60.13,61.71,-1.59,-200.13,43.27,17,943,-0.015857,0.012521,-0.03854,0.009159,0.106,0.894,-1.59,1.25,-3.85,0.92,false,uncertain
2021,Ron Rivera,WAS,1055,17,0.5981042654028436,0.6172453055877821,-0.0191410401849385,0.6298468302458666,-3.0794697544444793,-0.05208159949488002,0.44170616113744077,5.223696682464455,true,59.81,61.72,-1.91,-307.95,44.17,17,1055,-0.019141,0.01581,-0.050698,0.011927,0.107,0.893,-1.91,1.58,-5.07,1.19,false,uncertain
2021,Mike Zimmer,MIN,1067,17,0.6044985941893158,0.6252187372189486,-0.020720143029632713,0.6279250190025082,-2.342642481319236,0.0237481356949938,0.41705716963448924,5.794751640112465,true,60.45,62.52,-2.07,-234.26,41.71,17,1067,-0.02072,0.011679,-0.042818,0.003122,0.0455,0.9545,-2.07,1.17,-4.28,0.31,false,uncertain
2021,Frank Reich,IND,1036,17,0.5588803088803089,0.5880437131221713,-0.02916340424186244,0.6008159284386424,-4.193561955833355,0.05834717099039016,0.444015444015444,5.70945945945946,true,55.89,58.8,-2.92,-419.36,44.4,17,1036,-0.029163,0.019171,-0.065675,0.008101,0.0685,0.9315,-2.92,1.92,-6.57,0.81,false,uncertain
2021,Bill Belichick,NE,1090,18,0.5678899082568807,0.5976954961445552,-0.029805587887674515,0.6187635476606975,-5.0873639403816755,0.07512174303447428,0.47889908256880737,5.817431192660551,true,56.79,59.77,-2.98,-508.74,47.89,18,1090,-0.029806,0.0309,-0.09448,0.027445,0.149,0.851,-2.98,3.09,-9.45,2.74,false,uncertain
2021,Dan Campbell,DET,1048,17,0.607824427480916,0.6397489828521428,-0.03192455537122676,0.6623228801883586,-5.4498452707442615,-0.05767392393383714,0.41889312977099236,5.233778625954199,true,60.78,63.97,-3.19,-544.98,41.89,17,1048,-0.031925,0.018721,-0.072928,-0.000124,0.0245,0.9755,-3.19,1.87,-7.29,-0.01,true,run-heavy
2021,Vic Fangio,DEN,1029,17,0.5850340136054422,0.6210624840443901,-0.036028470438947975,0.6329603510048056,-4.79263373993634,0.015649943958714357,0.44703595724003886,5.465500485908649,true,58.5,62.11,-3.6,-479.26,44.7,17,1029,-0.036028,0.012775,-0.060918,-0.011,0.0025,0.9975,-3.6,1.28,-6.09,-1.1,true,run-heavy
2021,Kevin Stefanski,CLE,1037,17,0.5756991321118612,0.6194096210661764,-0.04371048895431523,0.6245856241052727,-4.888649199341164,0.016591871890993266,0.43876567020250723,5.595949855351977,true,57.57,61.94,-4.37,-488.86,43.88,17,1037,-0.04371,0.014414,-0.071095,-0.014501,0.001,0.999,-4.37,1.44,-7.11,-1.45,true,run-heavy
2021,Sean Payton,NO,1034,17,0.558027079303675,0.6036848098865729,-0.0456577305828978,0.620847430694452,-6.282035139077695,-0.06936579826237983,0.4081237911025145,5.0212765957446805,true,55.8,60.37,-4.57,-628.2,40.81,17,1034,-0.045658,0.015799,-0.075213,-0.014612,0.003,0.997,-4.57,1.58,-7.52,-1.46,true,run-heavy
2021,Nick Sirianni,PHI,1117,18,0.5568487018800358,0.6123242447013197,-0.05547554282128397,0.6165425889677599,-5.96938870877241,0.06884527904048068,0.4646374216651746,5.792300805729633,true,55.68,61.23,-5.55,-596.94,46.46,18,1117,-0.055476,0.021766,-0.095122,-0.011547,0.01,0.99,-5.55,2.18,-9.51,-1.15,true,run-heavy
2021,Kyle Shanahan,SF,1188,20,0.5395622895622896,0.607877787338868,-0.06831549777657835,0.610483356262322,-7.092106670003246,0.0635229944449999,0.44865319865319864,6.087542087542087,true,53.96,60.79,-6.83,-709.21,44.87,20,1188,-0.068315,0.016004,-0.099518,-0.036451,0.0,1.0,-6.83,1.6,-9.95,-3.65,true,run-heavy
2021,Mike Vrabel,TEN,1163,18,0.5391229578675838,0.6192117273416755,-0.08008876947409165,0.618759259251639,-7.963630138405519,0.020876676011138382,0.4453998280309544,5.319862424763542,true,53.91,61.92,-8.01,-796.36,44.54,18,1163,-0.080089,0.011377,-0.101596,-0.056081,0.0,1.0,-8.01,1.14,-10.16,-5.61,true,run-heavy
2022,Andy Reid,KC,1258,20,0.6685214626391097,0.571108419329393,0.09741304330971665,0.5585226413360035,10.999882130310626,0.19012598777977455,0.5047694753577107,6.4467408585055646,true,66.85,57.11,9.74,1099.99,50.48,20,1258,0.097413,0.014856,0.068043,0.12511,1.0,0.0,9.74,1.49,6.8,12.51,true,pass-heavy
2022,Zac Taylor,CIN,1212,19,0.665016501650165,0.5754386498778947,0.08957785177227036,0.5837942680725121,8.122223357765293,0.08062605899697166,0.4768976897689769,5.568481848184819,true,66.5,57.54,8.96,812.22,47.69,19,1212,0.089578,0.017464,0.05653,0.124841,1.0,0.0,8.96,1.75,5.65,12.48,true,pass-heavy
2022,Todd Bowles,TB,1215,18,0.6930041152263374,0.6298898386254782,0.06311427660085922,0.6439695720626003,4.903454316373715,-0.023356809817420447,0.43868312757201644,5.179423868312758,true,69.3,62.99,6.31,490.35,43.87,18,1215,0.063114,0.016461,0.029093,0.092769,1.0,0.0,6.31,1.65,2.91,9.28,true,pass-heavy
2022,Brandon Staley,LAC,1200,18,0.6816666666666666,0.6227693807049873,0.05889728596167932,0.6351784617609034,4.648820490576327,0.012440269227718303,0.43833333333333335,5.3725,true,68.17,62.28,5.89,464.88,43.83,18,1200,0.058897,0.011772,0.03684,0.082694,1.0,0.0,5.89,1.18,3.68,8.27,true,pass-heavy
2022,Sean McDermott,BUF,1143,18,0.657917760279965,0.6032057448685235,0.054712015411441474,0.5969550806901899,6.096267958977508,0.10548842624545719,0.48556430446194226,6.243219597550306,true,65.79,60.32,5.47,609.63,48.56,18,1143,0.054712,0.01524,0.024936,0.084669,1.0,0.0,5.47,1.52,2.49,8.47,true,pass-heavy
2022,Kevin O'Connell,MIN,1164,18,0.6615120274914089,0.6190002416246049,0.042511785866804104,0.6352131572500819,2.6298870241327075,-0.0029488308590066,0.4518900343642612,5.5756013745704465,true,66.15,61.9,4.25,262.99,45.19,18,1164,0.042512,0.010345,0.022886,0.062175,1.0,0.0,4.25,1.03,2.29,6.22,true,pass-heavy
2022,Matt Rhule,CAR,273,5,0.6666666666666666,0.6389291295012044,0.02773753716546235,0.6444148891383693,2.225177752829733,-0.13513794759518963,0.37362637362637363,4.978021978021978,false,66.67,63.89,2.77,222.52,37.36,5,273,0.027738,0.014702,0.004433,0.058627,0.9915,0.0085,2.77,1.47,0.44,5.86,true,pass-heavy
2022,Doug Pederson,JAX,1184,19,0.6233108108108109,0.5969784084799133,0.02633240233089741,0.6183340480909809,0.4976762719829944,0.05633081529346613,0.46959459459459457,5.766047297297297,true,62.33,59.7,2.63,49.77,46.96,19,1184,0.026332,0.010536,0.006078,0.046723,0.9935,0.0065,2.63,1.05,0.61,4.67,true,pass-heavy
2022,Mike McDaniel,MIA,1057,18,0.6499526963103122,0.6248266907107355,0.025126005599576628,0.6249085877111838,2.504410859912831,0.04262299089904608,0.4389782403027436,6.0879848628193,true,65.0,62.48,2.51,250.44,43.9,18,1057,0.025126,0.018514,-0.011312,0.061292,0.9145,0.0855,2.51,1.85,-1.13,6.13,false,uncertain
2022,Pete Carroll,SEA,1092,18,0.6336996336996337,0.6125811937914883,0.021118439908145346,0.618618604899367,1.5081028800266676,0.008720249959423406,0.445970695970696,5.783882783882784,true,63.37,61.26,2.11,150.81,44.6,18,1092,0.021118,0.019445,-0.017483,0.05943,0.867,0.133,2.11,1.94,-1.75,5.94,false,uncertain
2022,Frank Reich,IND,590,9,0.6711864406779661,0.6577693572336226,0.013417083444343466,0.6822680057863058,-1.1081565108339666,-0.15309460873717928,0.4016949152542373,4.810169491525424,true,67.12,65.78,1.34,-110.82,40.17,9,590,0.013417,0.022674,-0.027818,0.059508,0.6835,0.3165,1.34,2.27,-2.78,5.95,false,uncertain
2022,Bill Belichick,NE,978,17,0.6134969325153374,0.6028922103563805,0.01060472215895695,0.6233062081206552,-0.9809275605317761,-0.045333843134641595,0.4100204498977505,5.50920245398773,true,61.35,60.29,1.06,-98.09,41.0,17,978,0.010605,0.016314,-0.021051,0.042304,0.751,0.249,1.06,1.63,-2.11,4.23,false,uncertain
2022,Kliff Kingsbury,ARI,1127,17,0.6619343389529725,0.6522329796915203,0.009701359261452196,0.676148169321118,-1.4213830368145441,-0.07968566870814586,0.4072759538598048,4.8855368234250225,true,66.19,65.22,0.97,-142.14,40.73,17,1127,0.009701,0.011849,-0.013101,0.033987,0.8055,0.1945,0.97,1.18,-1.31,3.4,false,uncertain
2022,Nathaniel Hackett,DEN,937,15,0.6296691568836713,0.6232827549201299,0.0063864019635414045,0.6448176913619391,-1.5148534478267839,-0.11913521515818654,0.3799359658484525,5.077908217716115,true,62.97,62.33,0.64,-151.49,37.99,15,937,0.006386,0.012401,-0.019654,0.030498,0.6835,0.3165,0.64,1.24,-1.97,3.05,false,uncertain
2022,Lovie Smith,HOU,1004,17,0.6344621513944223,0.6300980133413863,0.004364138053036105,0.6575077747057871,-2.3045623311364793,-0.1849633473435908,0.3705179282868526,4.809760956175299,true,63.45,63.01,0.44,-230.46,37.05,17,1004,0.004364,0.017325,-0.032136,0.035813,0.6205,0.3795,0.44,1.73,-3.21,3.58,false,uncertain
2022,Mike Tomlin,PIT,1095,17,0.5835616438356165,0.5856728324194267,-0.0021111885838102523,0.6196121888583925,-3.6050545022776137,0.012813336970867957,0.4502283105022831,5.019178082191781,true,58.36,58.57,-0.21,-360.51,45.02,17,1095,-0.002111,0.013992,-0.029363,0.026273,0.4365,0.5635,-0.21,1.4,-2.94,2.63,false,uncertain
2022,Robert Saleh,NYJ,1063,17,0.6472248353715898,0.6542179198174739,-0.006993084445884081,0.6734551660127777,-2.623033064118782,-0.08749542268809048,0.3894637817497648,5.097836312323612,true,64.72,65.42,-0.7,-262.3,38.95,17,1063,-0.006993,0.011899,-0.030204,0.015242,0.2845,0.7155,-0.7,1.19,-3.02,1.52,false,uncertain
2022,Dan Campbell,DET,1073,17,0.5824790307548928,0.5941171297132426,-0.01163809895834977,0.5989022755063202,-1.6423244751427402,0.07836811573726633,0.45573159366262816,6.04287045666356,true,58.25,59.41,-1.16,-164.23,45.57,17,1073,-0.011638,0.014887,-0.040279,0.018151,0.2065,0.7935,-1.16,1.49,-4.03,1.82,false,uncertain
2022,Nick Sirianni,PHI,1303,20,0.5518035303146585,0.5668345444985349,-0.01503101418387638,0.5784959527803263,-2.669242246566785,0.1330462936573404,0.48580199539524177,5.941673062164236,true,55.18,56.68,-1.5,-266.92,48.58,20,1303,-0.015031,0.018636,-0.052062,0.020006,0.2155,0.7845,-1.5,1.86,-5.21,2.0,false,uncertain
2022,Sean McVay,LA,984,17,0.6209349593495935,0.6392416126460904,-0.018306653296496778,0.6494197507419177,-2.8484791392324174,-0.0852205866507853,0.4115853658536585,4.861788617886178,true,62.09,63.92,-1.83,-284.85,41.16,17,984,-0.018307,0.015377,-0.048663,0.01014,0.1275,0.8725,-1.83,1.54,-4.87,1.01,false,uncertain
2022,Josh McDaniels,LV,1042,17,0.6199616122840691,0.6418367396320198,-0.021875127347950704,0.6542898833308362,-3.432827104676708,0.006837349622587535,0.43378119001919385,5.755278310940499,true,62.0,64.18,-2.19,-343.28,43.38,17,1042,-0.021875,0.014931,-0.052187,0.005897,0.063,0.937,-2.19,1.49,-5.22,0.59,false,uncertain
2022,Matt LaFleur,GB,1030,17,0.587378640776699,0.6106435602333509,-0.023264919456651875,0.6207859757094129,-3.3407334932713835,0.014036204201028496,0.458252427184466,5.594174757281554,true,58.74,61.06,-2.33,-334.07,45.83,17,1030,-0.023265,0.021337,-0.065442,0.017359,0.1335,0.8665,-2.33,2.13,-6.54,1.74,false,uncertain
2022,Jeff Saturday,IND,501,8,0.5768463073852296,0.6032238294925042,-0.026377522107274655,0.6422073856858674,-6.536107830063788,-0.15653685359033576,0.3992015968063872,4.92814371257485,true,57.68,60.32,-2.64,-653.61,39.92,8,501,-0.026378,0.018734,-0.065911,0.006362,0.0705,0.9295,-2.64,1.87,-6.59,0.64,false,uncertain
2022,Brian Daboll,NYG,1187,19,0.5930918281381634,0.6241243247573907,-0.03103249661922721,0.6367453387181299,-4.365351057996645,0.03725213414668327,0.44987363100252736,5.351305812973884,true,59.31,62.41,-3.1,-436.54,44.99,19,1187,-0.031032,0.02136,-0.073591,0.011383,0.0725,0.9275,-3.1,2.14,-7.36,1.14,false,uncertain
2022,Jay Rosburg,DEN,127,2,0.5669291338582677,0.5980541737490547,-0.031125039890787007,0.6195060798502344,-5.257694599196666,0.0016134618882820198,0.4015748031496063,6.125984251968504,false,56.69,59.81,-3.11,-525.77,40.16,2,127,-0.031125,0.019936,-0.060451,-0.004021,0.0,1.0,-3.11,1.99,-6.05,-0.4,true,run-heavy
2022,Kyle Shanahan,SF,1197,20,0.5363408521303258,0.5692054256247324,-0.0328645734944066,0.5851229996316962,-4.8782147501370465,0.08649480339654539,0.45864661654135336,6.027568922305765,true,53.63,56.92,-3.29,-487.82,45.86,20,1197,-0.032865,0.016619,-0.067182,-0.002353,0.0155,0.9845,-3.29,1.66,-6.72,-0.24,true,run-heavy
2022,John Harbaugh,BAL,1090,18,0.5458715596330275,0.5806486483612141,-0.03477708872818651,0.5967572716944808,-5.08857120614533,0.00508424593504008,0.45137614678899085,5.637614678899083,true,54.59,58.06,-3.48,-508.86,45.14,18,1090,-0.034777,0.014884,-0.063875,-0.006809,0.008,0.992,-3.48,1.49,-6.39,-0.68,true,run-heavy
2022,Dennis Allen,NO,997,17,0.563691073219659,0.6003349769335145,-0.03664390371385547,0.6303795687947702,-6.668849557511128,-0.03541052547377947,0.4563691073219659,5.6970912738214645,true,56.37,60.03,-3.66,-666.88,45.64,17,997,-0.036644,0.019725,-0.075646,0.000533,0.027,0.973,-3.66,1.97,-7.56,0.05,false,uncertain
2022,Mike McCarthy,DAL,1224,19,0.5522875816993464,0.594351425243142,-0.04206384354379557,0.6069652080608934,-5.467762636154696,0.03548771152639191,0.45098039215686275,5.519607843137255,true,55.23,59.44,-4.21,-546.78,45.1,19,1224,-0.042064,0.012543,-0.067098,-0.017466,0.0005,0.9995,-4.21,1.25,-6.71,-1.75,true,run-heavy
2022,Ron Rivera,WAS,1125,17,0.5582222222222222,0.6099939242146944,-0.051771701992472205,0.6326552307440175,-7.443300852179528,-0.07260656325829534,0.4053333333333333,4.998222222222222,true,55.82,61.0,-5.18,-744.33,40.53,17,1125,-0.051772,0.019914,-0.089285,-0.010531,0.0065,0.9935,-5.18,1.99,-8.93,-1.05,true,run-heavy
2022,Kevin Stefanski,CLE,1095,17,0.5607305936073059,0.6176899625964668,-0.056959368989160916,0.6361700875454978,-7.543949393819184,0.01771052949696151,0.4410958904109589,5.425570776255708,true,56.07,61.77,-5.7,-754.39,44.11,17,1095,-0.056959,0.016297,-0.088724,-0.02539,0.0005,0.9995,-5.7,1.63,-8.87,-2.54,true,run-heavy
2022,Mike Vrabel,TEN,975,17,0.5415384615384615,0.6248138732300377,-0.08327541169157612,0.6473023604964598,-10.576389895799833,-0.047212128263231234,0.4112820512820513,5.187692307692307,true,54.15,62.48,-8.33,-1057.64,41.13,17,975,-0.083275,0.021709,-0.126303,-0.043169,0.0,1.0,-8.33,2.17,-12.63,-4.32,true,run-heavy
2022,Steve Wilks,CAR,688,12,0.4752906976744186,0.5722518112562921,-0.09696111358187348,0.6013024126850935,-12.601171501067489,0.025070261547049225,0.42296511627906974,5.600290697674419,true,47.53,57.23,-9.7,-1260.12,42.3,12,688,-0.096961,0.027171,-0.148752,-0.041423,0.0,1.0,-9.7,2.72,-14.88,-4.14,true,run-heavy
2022,Arthur Smith,ATL,992,17,0.4899193548387097,0.5981879004720599,-0.10826854563335035,0.6256021035763796,-13.568274873766988,0.010747605648674004,0.45463709677419356,5.467741935483871,true,48.99,59.82,-10.83,-1356.83,45.46,17,992,-0.108269,0.013172,-0.133489,-0.082576,0.0,1.0,-10.83,1.32,-13.35,-8.26,true,run-heavy
2022,Matt Eberflus,CHI,971,17,0.5190525231719877,0.6348060015851,-0.1157534784131124,0.6559247742267948,-13.687225105480726,-0.03639202971618889,0.407826982492276,5.390319258496396,true,51.91,63.48,-11.58,-1368.72,40.78,17,971,-0.115753,0.015167,-0.146476,-0.087492,0.0,1.0,-11.58,1.52,-14.65,-8.75,true,run-heavy
2023,Ron Rivera,WAS,1054,17,0.6973434535104365,0.6109292895517935,0.08641416395864294,0.6406930862330396,5.665036727739692,-0.1038902243367481,0.4098671726755218,5.045540796963947,true,69.73,61.09,8.64,566.5,40.99,17,1054,0.086414,0.015146,0.054468,0.113719,1.0,0.0,8.64,1.51,5.45,11.37,true,pass-heavy
2023,Zac Taylor,CIN,1031,17,0.6731328806983511,0.5995614061094048,0.07357147458894633,0.6169489989586528,5.618388173969826,-0.01118751111201463,0.4393792434529583,5.274490785645005,true,67.31,59.96,7.36,561.84,43.94,17,1031,0.073571,0.016633,0.041066,0.105751,1.0,0.0,7.36,1.66,4.11,10.58,true,pass-heavy
