season,head_coach,posteam,plays,games,actual_pass_rate,expected_pass_rate,model_pass_oe,nflverse_expected_pass_rate,nflverse_pass_oe,mean_epa,success_rate,mean_yards_gained,meets_minimum_sample,actual_pass_rate_pct,expected_pass_rate_pct,model_pass_oe_pct,nflverse_pass_oe_pct,success_rate_pct,bootstrap_games,bootstrap_plays,observed_pass_oe,bootstrap_standard_error,ci_95_lower,ci_95_upper,probability_pass_heavy,probability_run_heavy,observed_pass_oe_pct,bootstrap_standard_error_pct,ci_95_lower_pct,ci_95_upper_pct,ci_excludes_zero,tendency_label
2023,Giff Smith,LAC,206,3,0.6504854368932039,0.5838490832514435,0.06663635364176046,0.6643901935335502,-1.3904756640346305,-0.14826241605287482,0.4029126213592233,4.485436893203883,false,65.05,58.38,6.66,-139.05,40.29,3,206,0.066636,0.062656,-0.046711,0.19819,0.765,0.235,6.66,6.27,-4.67,19.82,false,uncertain
2023,Andy Reid,KC,1317,21,0.6697038724373576,0.6040160090053196,0.06568786343203806,0.6102419081614293,5.946196427592836,0.036117618797892,0.43735763097949887,5.731966590736523,true,66.97,60.4,6.57,594.62,43.74,21,1317,0.065688,0.010852,0.045939,0.087058,1.0,0.0,6.57,1.09,4.59,8.71,true,pass-heavy
2023,Robert Saleh,NYJ,1039,17,0.6669874879692012,0.6026502039787411,0.06433728399046011,0.6748237775403853,-0.7836289571184052,-0.23690617991113422,0.3503368623676612,4.399422521655438,true,66.7,60.27,6.43,-78.36,35.03,17,1039,0.064337,0.019551,0.025752,0.101964,1.0,0.0,6.43,1.96,2.58,10.2,true,pass-heavy
2023,Doug Pederson,JAX,1094,17,0.6453382084095064,0.5974712447279577,0.04786696368154881,0.6175748204720467,2.7763387937459694,-0.06485614908741583,0.42138939670932357,5.293418647166362,true,64.53,59.75,4.79,277.63,42.14,17,1094,0.047867,0.010251,0.027808,0.068034,1.0,0.0,4.79,1.03,2.78,6.8,true,pass-heavy
2023,Kevin O'Connell,MIN,1058,17,0.6691871455576559,0.6233100435080247,0.04587710204963133,0.6452358141066137,2.3951331451042277,-0.03487766547106466,0.42533081285444235,5.597353497164462,true,66.92,62.33,4.59,239.51,42.53,17,1058,0.045877,0.011563,0.024072,0.069493,1.0,0.0,4.59,1.16,2.41,6.95,true,pass-heavy
2023,Mike McCarthy,DAL,1187,18,0.632687447346251,0.5944735398515092,0.03821390749474189,0.6008739908301941,3.1813456516056977,0.10434941938826527,0.4793597304128054,5.76832350463353,true,63.27,59.45,3.82,318.13,47.94,18,1187,0.038214,0.01377,0.013092,0.066413,0.999,0.001,3.82,1.38,1.31,6.64,true,pass-heavy
2023,Brandon Staley,LAC,887,14,0.6538895152198422,0.6211742478072729,0.032715267412569235,0.6403167778468589,1.3572737372983268,-0.05704955693930884,0.41149943630214203,5.285231116121759,true,65.39,62.12,3.27,135.73,41.15,14,887,0.032715,0.019539,-0.002712,0.073008,0.9635,0.0365,3.27,1.95,-0.27,7.3,false,uncertain
2023,Todd Bowles,TB,1152,19,0.6310763888888888,0.5989815526699085,0.03209483621898039,0.6345270009203685,-0.3450612031479573,0.0021393326442074806,0.40625,5.361111111111111,true,63.11,59.9,3.21,-34.51,40.62,19,1152,0.032095,0.017118,-0.003361,0.06452,0.9655,0.0345,3.21,1.71,-0.34,6.45,false,uncertain
2023,Bill Belichick,NE,1013,17,0.6179664363277394,0.591490507028442,0.026475929299297415,0.6533435689688082,-3.5377132641068805,-0.1836312193958998,0.3899308983218164,4.642645607107601,true,61.8,59.15,2.65,-353.77,38.99,17,1013,0.026476,0.019951,-0.010245,0.068639,0.9205,0.0795,2.65,2.0,-1.02,6.86,false,uncertain
2023,John Harbaugh,BAL,1181,19,0.5783234546994073,0.5523399592222308,0.02598349547717656,0.5776755565447791,0.06478981546281658,0.07287901219199396,0.4707874682472481,5.925486875529213,true,57.83,55.23,2.6,6.48,47.08,19,1181,0.025983,0.015371,-0.001291,0.057651,0.9645,0.0355,2.6,1.54,-0.13,5.77,false,uncertain
2023,Kevin Stefanski,CLE,1237,18,0.603071948261924,0.5800468487187047,0.023025099543219327,0.6335419767966122,-3.0470028534688196,-0.1426712687611914,0.3880355699272433,4.886822958771221,true,60.31,58.0,2.3,-304.7,38.8,18,1237,0.023025,0.017968,-0.013044,0.057329,0.8765,0.1235,2.3,1.8,-1.3,5.73,false,uncertain
2023,Brian Daboll,NYG,1040,17,0.6394230769230769,0.6170909383397442,0.022332138583332786,0.6598130765693405,-2.038999964626363,-0.16129484334468397,0.38076923076923075,4.5836538461538465,true,63.94,61.71,2.23,-203.9,38.08,17,1040,0.022332,0.024419,-0.026282,0.070522,0.8165,0.1835,2.23,2.44,-2.63,7.05,false,uncertain
2023,Matt LaFleur,GB,1146,19,0.6003490401396161,0.5800941603867792,0.020254879752836876,0.5983439531846925,0.20050869549236164,0.08423893958459869,0.450261780104712,5.788830715532286,true,60.03,58.01,2.03,20.05,45.03,19,1146,0.020255,0.011929,-0.004358,0.041918,0.954,0.046,2.03,1.19,-0.44,4.19,false,uncertain
2023,Antonio Pierce,LV,538,9,0.5817843866171004,0.5624954673208179,0.019288919296282542,0.612107715538277,-3.032332892117669,-0.05682652340316223,0.39776951672862454,5.171003717472119,true,58.18,56.25,1.93,-303.23,39.78,9,538,0.019289,0.020358,-0.02057,0.058954,0.838,0.162,1.93,2.04,-2.06,5.9,false,uncertain
2023,Pete Carroll,SEA,979,17,0.6455566905005107,0.6273149276287139,0.018241762871796848,0.6427196745891067,0.3858466371056739,0.022322549879112415,0.43922369765066394,5.6189989785495404,true,64.56,62.73,1.82,38.58,43.92,17,979,0.018242,0.012511,-0.008096,0.040974,0.921,0.079,1.82,1.25,-0.81,4.1,false,uncertain
2023,Josh McDaniels,LV,453,8,0.6423841059602649,0.6283311044510094,0.014053001509255557,0.6515918823070084,-0.9207776346743501,-0.14348777765228235,0.4304635761589404,4.76158940397351,false,64.24,62.83,1.41,-92.08,43.05,8,453,0.014053,0.016123,-0.019408,0.043869,0.8145,0.1855,1.41,1.61,-1.94,4.39,false,uncertain
2023,Dennis Allen,NO,1098,17,0.5947176684881603,0.586016981962779,0.00870068652538135,0.6213196165662918,-2.6601948078131414,-0.01751912854564757,0.41894353369763204,5.2449908925318764,true,59.47,58.6,0.87,-266.02,41.89,17,1098,0.008701,0.01404,-0.021288,0.032991,0.7555,0.2445,0.87,1.4,-2.13,3.3,false,uncertain
2023,Mike McDaniel,MIA,1084,18,0.6042435424354243,0.596071936532686,0.008171605902738396,0.6086365780707215,-0.4393035635297149,0.11305393761307704,0.46863468634686345,6.554428044280443,true,60.42,59.61,0.82,-43.93,46.86,18,1084,0.008172,0.01431,-0.01851,0.036214,0.7075,0.2925,0.82,1.43,-1.85,3.62,false,uncertain
2023,Frank Reich,CAR,718,11,0.6615598885793872,0.6558958200074295,0.005664068571957662,0.6825121462054572,-2.0952257626069954,-0.17085569021541047,0.37186629526462395,4.075208913649025,true,66.16,65.59,0.57,-209.52,37.19,11,718,0.005664,0.019307,-0.030588,0.044295,0.6025,0.3975,0.57,1.93,-3.06,4.43,false,uncertain
2023,Sean McDermott,BUF,1232,19,0.5917207792207793,0.5867379385999211,0.004982840620858186,0.5897472907014966,0.1973488519282697,0.12291160619491875,0.49512987012987014,5.784902597402597,true,59.17,58.67,0.5,19.73,49.51,19,1232,0.004983,0.017736,-0.030803,0.041357,0.626,0.374,0.5,1.77,-3.08,4.14,false,uncertain
2023,DeMeco Ryans,HOU,1157,19,0.6171132238547969,0.614787247548741,0.0023259763060558885,0.6386496210688131,-2.1536397214016216,-0.018146443593218178,0.40535868625756266,5.529818496110631,true,61.71,61.48,0.23,-215.36,40.54,19,1157,0.002326,0.012183,-0.020706,0.026329,0.574,0.426,0.23,1.22,-2.07,2.63,false,uncertain
2023,Sean McVay,LA,1140,18,0.5903508771929824,0.5911869471235099,-0.0008360699305274426,0.6137278672781561,-2.3376990085173595,0.049085468938347095,0.44649122807017544,5.7403508771929825,true,59.04,59.12,-0.08,-233.77,44.65,18,1140,-0.000836,0.01697,-0.033636,0.032638,0.468,0.532,-0.08,1.7,-3.36,3.26,false,uncertain
2023,Mike Tomlin,PIT,1064,18,0.568609022556391,0.5725834085860455,-0.003974386029654635,0.6272026048307973,-5.859358227440625,-0.06847448919248979,0.4201127819548872,5.19172932330827,true,56.86,57.26,-0.4,-585.94,42.01,18,1064,-0.003974,0.018167,-0.037401,0.032782,0.4125,0.5875,-0.4,1.82,-3.74,3.28,false,uncertain
2023,Nick Sirianni,PHI,1154,18,0.598786828422877,0.6085899087450742,-0.009803080322197354,0.6081828809887222,-0.9396052565845294,0.04825421497637736,0.45233968804159447,5.46793760831889,true,59.88,60.86,-0.98,-93.96,45.23,18,1154,-0.009803,0.018669,-0.047004,0.0256,0.302,0.698,-0.98,1.87,-4.7,2.56,false,uncertain
2023,Sean Payton,DEN,992,17,0.6048387096774194,0.6160776268186262,-0.011238917141206896,0.6422182987481656,-3.7379589070746255,-0.050573240523307826,0.4213709677419355,5.134072580645161,true,60.48,61.61,-1.12,-373.8,42.14,17,992,-0.011239,0.010567,-0.032264,0.009574,0.147,0.853,-1.12,1.06,-3.23,0.96,false,uncertain
2023,Shane Steichen,IND,1081,17,0.5948196114708603,0.6061278501553996,-0.011308238684539217,0.6338297268315447,-3.9010115360684354,-0.03548648786364411,0.4070305272895467,5.3098982423681775,true,59.48,60.61,-1.13,-390.1,40.7,17,1081,-0.011308,0.020582,-0.053472,0.028194,0.3265,0.6735,-1.13,2.06,-5.35,2.82,false,uncertain
2023,Kyle Shanahan,SF,1189,20,0.5550883095037847,0.5671542888141378,-0.012065979310353032,0.5727519291829822,-1.766361967919753,0.1678664488150701,0.503784693019344,6.689655172413793,true,55.51,56.72,-1.21,-176.64,50.38,20,1189,-0.012066,0.007314,-0.025533,0.002339,0.058,0.942,-1.21,0.73,-2.55,0.23,false,uncertain
2023,Mike Vrabel,TEN,977,17,0.5885363357215967,0.6042404038941201,-0.015704068172523483,0.638868219696725,-5.0331883975128315,-0.028238433693519985,0.39815762538382804,5.0214943705220065,true,58.85,60.42,-1.57,-503.32,39.82,17,977,-0.015704,0.016032,-0.047996,0.015356,0.164,0.836,-1.57,1.6,-4.8,1.54,false,uncertain
2023,Dan Campbell,DET,1301,20,0.5833973866256725,0.6013389996922812,-0.017941613066608617,0.609746297347509,-2.6348910721836414,0.08511292920243621,0.4704073789392775,6.076863950807072,true,58.34,60.13,-1.79,-263.49,47.04,20,1301,-0.017942,0.020243,-0.05542,0.023802,0.185,0.815,-1.79,2.02,-5.54,2.38,false,uncertain
2023,Matt Eberflus,CHI,1083,17,0.5706371191135734,0.594365950071162,-0.023728830957588647,0.6192654141776147,-4.862829506404127,-0.045857342580381336,0.41920590951061865,5.089566020313943,true,57.06,59.44,-2.37,-486.28,41.92,17,1083,-0.023729,0.013693,-0.051917,0.001919,0.0345,0.9655,-2.37,1.37,-5.19,0.19,false,uncertain
2023,Arthur Smith,ATL,1071,17,0.5592903828197946,0.5926854946299995,-0.033395111810204874,0.6536695295710022,-9.43791467512077,-0.0822798274797903,0.41363211951447243,5.314659197012138,true,55.93,59.27,-3.34,-943.79,41.36,17,1071,-0.033395,0.01675,-0.066601,0.000037,0.0255,0.9745,-3.34,1.68,-6.66,0.0,false,uncertain
2023,Jonathan Gannon,ARI,1053,17,0.597340930674264,0.6320851928991488,-0.03474426222488475,0.6590021550796876,-6.166122440542364,-0.05478515165262748,0.409306742640076,5.240265906932573,true,59.73,63.21,-3.47,-616.61,40.93,17,1053,-0.034744,0.012137,-0.057949,-0.010282,0.0015,0.9985,-3.47,1.21,-5.79,-1.03,true,run-heavy
2023,Chris Tabor,CAR,372,6,0.5564516129032258,0.5968559908689587,-0.04040437796573285,0.675170152458132,-11.871853955490614,-0.1969418629152852,0.3790322580645161,4.266129032258065,false,55.65,59.69,-4.04,-1187.19,37.9,6,372,-0.040404,0.027447,-0.092074,0.014637,0.089,0.911,-4.04,2.74,-9.21,1.46,false,uncertain
2024,Zac Taylor,CIN,1064,17,0.6776315789473685,0.5922273750200584,0.08540420392730999,0.5949525437457837,8.267903520158471,0.0929509289751166,0.47368421052631576,5.852443609022556,true,67.76,59.22,8.54,826.79,47.37,17,1064,0.085404,0.014505,0.055742,0.112118,1.0,0.0,8.54,1.45,5.57,11.21,true,pass-heavy
2024,Andy Reid,KC,1223,20,0.6418642681929682,0.5795298089614408,0.0623344592315273,0.5847500087670489,5.7114259425919265,0.06253700766556801,0.473426001635323,5.290269828291088,true,64.19,57.95,6.23,571.14,47.34,20,1223,0.062334,0.013321,0.035866,0.08805,1.0,0.0,6.23,1.33,3.59,8.8,true,pass-heavy
2024,Robert Saleh,NYJ,314,5,0.6751592356687898,0.6260718869383394,0.049087348730450425,0.649499536794462,2.5659698874327788,-0.07780591179370298,0.4171974522292994,4.570063694267516,false,67.52,62.61,4.91,256.6,41.72,5,314,0.049087,0.021369,0.003081,0.084822,0.981,0.019,4.91,2.14,0.31,8.48,true,pass-heavy
2024,Jeff Ulbrich,NYJ,690,12,0.6565217391304348,0.6098609802402738,0.04666075889016103,0.6327734743933315,2.3748264737103297,0.01641146065055743,0.4289855072463768,5.571014492753624,true,65.65,60.99,4.67,237.48,42.9,12,690,0.046661,0.017309,0.01368,0.080425,0.999,0.001,4.67,1.73,1.37,8.04,true,pass-heavy
2024,Kevin O'Connell,MIN,1095,18,0.6164383561643836,0.5700190397838647,0.04641931638051894,0.5798922007367627,3.6546155427620834,0.005017534503272188,0.45388127853881277,5.653881278538813,true,61.64,57.0,4.64,365.46,45.39,18,1095,0.046419,0.011683,0.023502,0.069131,1.0,0.0,4.64,1.17,2.35,6.91,true,pass-heavy
2024,Mike Macdonald,SEA,1008,17,0.6646825396825397,0.6286281309193359,0.036054408763203885,0.6428370388845602,2.1845500797979414,-0.012915400032237278,0.44246031746031744,5.611111111111111,true,66.47,62.86,3.61,218.46,44.25,17,1008,0.036054,0.016812,0.002521,0.068894,0.98,0.02,3.61,1.68,0.25,6.89,true,pass-heavy
2024,Sean Payton,DEN,1077,18,0.6239554317548747,0.5905012078190168,0.03345422393585782,0.6204029760040696,0.35524557508050897,0.017207843969127955,0.42804085422469823,5.350974930362117,true,62.4,59.05,3.35,35.52,42.8,18,1077,0.033454,0.014368,0.005685,0.06125,0.99,0.01,3.35,1.44,0.57,6.12,true,pass-heavy
2024,Kevin Stefanski,CLE,1110,17,0.6855855855855856,0.6523906005496583,0.03319498503592737,0.6809053581828872,0.4680227402698349,-0.18071254507127588,0.36936936936936937,4.6117117117117115,true,68.56,65.24,3.32,46.8,36.94,17,1110,0.033195,0.013414,0.006477,0.05828,0.993,0.007,3.32,1.34,0.65,5.83,true,pass-heavy
2024,Antonio Pierce,LV,1044,17,0.6704980842911877,0.6416974365525693,0.028800647738618533,0.6767743228973956,-0.62762386062079,-0.12769271503704652,0.407088122605364,4.953065134099617,true,67.05,64.17,2.88,-62.76,40.71,17,1044,0.028801,0.014271,0.000148,0.05745,0.9755,0.0245,2.88,1.43,0.01,5.74,true,pass-heavy
2024,DeMeco Ryans,HOU,1174,19,0.6320272572402045,0.6069532471097213,0.0250740101304831,0.62538299088571,0.6644266354494445,-0.03874346153313876,0.39608177172061326,5.293015332197615,true,63.2,60.7,2.51,66.44,39.61,19,1174,0.025074,0.015717,-0.004077,0.055379,0.9495,0.0505,2.51,1.57,-0.41,5.54,false,uncertain
2024,Jim Harbaugh,LAC,1044,18,0.5938697318007663,0.5828426672421662,0.011027064558600133,0.6065249747072143,-1.2655242906448028,0.012876363721440819,0.4157088122605364,5.562260536398467,true,59.39,58.28,1.1,-126.55,41.57,18,1044,0.011027,0.012045,-0.014462,0.033279,0.831,0.169,1.1,1.2,-1.45,3.33,false,uncertain
2024,Todd Bowles,TB,1118,18,0.6037567084078712,0.5938331936029191,0.009923514804952089,0.6062037496159456,-0.24470412080744297,0.14556214527345526,0.4991055456171735,6.337209302325581,true,60.38,59.38,0.99,-24.47,49.91,18,1118,0.009924,0.017121,-0.020975,0.04576,0.6915,0.3085,0.99,1.71,-2.1,4.58,false,uncertain
2024,Dan Quinn,WAS,1298,20,0.6016949152542372,0.594728111672232,0.00696680358200516,0.59902095704559,0.2673958208647274,0.13342075401394446,0.4776579352850539,5.766563944530046,true,60.17,59.47,0.7,26.74,47.77,20,1298,0.006967,0.013111,-0.020647,0.031214,0.7205,0.2795,0.7,1.31,-2.06,3.12,false,uncertain
2024,Jerod Mayo,NE,1012,17,0.6274703557312253,0.625525061161225,0.0019452945700003802,0.6554238339978097,-2.7953478266584426,-0.0659145171138549,0.424901185770751,4.909090909090909,true,62.75,62.55,0.19,-279.53,42.49,17,1012,0.001945,0.01501,-0.026532,0.032523,0.5335,0.4665,0.19,1.5,-2.65,3.25,false,uncertain
2024,Matt Eberflus,CHI,761,12,0.6504599211563732,0.6494340220941717,0.0010258990622014792,0.6686338833808586,-1.817396222448537,-0.049578576445187934,0.40473061760841,4.731931668856768,true,65.05,64.94,0.1,-181.74,40.47,12,761,0.001026,0.01423,-0.028548,0.02845,0.515,0.485,0.1,1.42,-2.85,2.84,false,uncertain
2024,Mike McCarthy,DAL,1087,17,0.6292548298068077,0.6295402185178588,-0.00028538871105109607,0.6518499160026094,-2.2595086195801746,-0.09981885281203895,0.40846366145354185,5.131554737810488,true,62.93,62.95,-0.03,-225.95,40.85,17,1087,-0.000285,0.012157,-0.023192,0.023826,0.4875,0.5125,-0.03,1.22,-2.32,2.38,false,uncertain
2024,Dave Canales,CAR,984,17,0.6361788617886179,0.6379742898723042,-0.0017954280836863068,0.6583311930980261,-2.215233130940819,-0.052486092077172704,0.4136178861788618,5.158536585365853,true,63.62,63.8,-0.18,-221.52,41.36,17,984,-0.001795,0.013834,-0.028437,0.025488,0.425,0.575,-0.18,1.38,-2.84,2.55,false,uncertain
2024,Mike McDaniel,MIA,1064,17,0.6156015037593985,0.6208242229693671,-0.0052227192099686594,0.6370175299514785,-2.1416026192080033,-0.02367873102647704,0.44642857142857145,5.204887218045113,true,61.56,62.08,-0.52,-214.16,44.64,17,1064,-0.005223,0.026463,-0.058057,0.045008,0.44,0.56,-0.52,2.65,-5.81,4.5,false,uncertain
2024,Jonathan Gannon,ARI,1022,17,0.5998043052837574,0.6071652021531754,-0.007360896869418092,0.622242380336379,-2.243807505262166,0.08007735451960149,0.474559686888454,5.9696673189823874,true,59.98,60.72,-0.74,-224.38,47.46,17,1022,-0.007361,0.019581,-0.047148,0.03108,0.361,0.639,-0.74,1.96,-4.71,3.11,false,uncertain
2024,Doug Pederson,JAX,981,17,0.6156982670744139,0.6248604109835919,-0.00916214390917804,0.6486865198401075,-3.2988252765693673,-0.01416993261149526,0.4148827726809378,5.314984709480123,true,61.57,62.49,-0.92,-329.88,41.49,17,981,-0.009162,0.012975,-0.034807,0.015624,0.2415,0.7585,-0.92,1.3,-3.48,1.56,false,uncertain
2024,Brian Daboll,NYG,1043,17,0.6356663470757431,0.6448482890736584,-0.009181941997915354,0.6702117645221897,-3.454541744644667,-0.10324053767951884,0.4074784276126558,4.819750719079578,true,63.57,64.48,-0.92,-345.45,40.75,17,1043,-0.009182,0.015498,-0.038433,0.021274,0.268,0.732,-0.92,1.55,-3.84,2.13,false,uncertain
2024,Darren Rizzi,NO,458,8,0.6331877729257642,0.6475345477898595,-0.014346774864095297,0.6681677581148637,-3.49799851890995,-0.06071754904129194,0.39737991266375544,5.377729257641922,false,63.32,64.75,-1.43,-349.8,39.74,8,458,-0.014347,0.020193,-0.05429,0.022258,0.264,0.736,-1.43,2.02,-5.43,2.23,false,uncertain
2024,Kyle Shanahan,SF,1010,17,0.6049504950495049,0.6198264628512895,-0.014875967801784639,0.6258965202450457,-2.0946025195540767,0.0727083576363438,0.4623762376237624,6.341584158415841,true,60.5,61.98,-1.49,-209.46,46.24,17,1010,-0.014876,0.01511,-0.045371,0.012828,0.168,0.832,-1.49,1.51,-4.54,1.28,false,uncertain
2024,Sean McVay,LA,1140,19,0.5894736842105263,0.6067642359529708,-0.01729055174244442,0.6187112816364357,-2.923759742590942,0.017361445995640188,0.4675438596491228,5.566666666666666,true,58.95,60.68,-1.73,-292.38,46.75,19,1140,-0.017291,0.015792,-0.049576,0.012196,0.128,0.872,-1.73,1.58,-4.96,1.22,false,uncertain
2024,Thomas Brown,CHI,285,5,0.6491228070175439,0.6739932947441135,-0.024870487726569582,0.6843352496101145,-3.5212442592570654,-0.11612486023923399,0.3894736842105263,4.32280701754386,false,64.91,67.4,-2.49,-352.12,38.95,5,285,-0.02487,0.020943,-0.058208,0.023613,0.141,0.859,-2.49,2.09,-5.82,2.36,false,uncertain
2024,Brian Callahan,TEN,1017,17,0.6017699115044248,0.6317062666894804,-0.029936355185055566,0.6666736046443881,-6.490369313996333,-0.09601444844994021,0.400196656833825,5.08062930186824,true,60.18,63.17,-2.99,-649.04,40.02,17,1017,-0.029936,0.018337,-0.065481,0.007387,0.061,0.939,-2.99,1.83,-6.55,0.74,false,uncertain
2024,Sean McDermott,BUF,1196,20,0.560200668896321,0.5903694866397812,-0.030168817743460127,0.5897061358514338,-2.950546695511277,0.1944150403828126,0.479933110367893,6.059364548494983,true,56.02,59.04,-3.02,-295.05,47.99,20,1196,-0.030169,0.016792,-0.062986,0.003212,0.038,0.962,-3.02,1.68,-6.3,0.32,false,uncertain
2024,Mike Tomlin,PIT,1102,18,0.5626134301270418,0.5944261624128305,-0.031812732285788764,0.6147926897773969,-5.217925965035513,-0.015110616044911393,0.40653357531760437,5.192377495462795,true,56.26,59.44,-3.18,-521.79,40.65,18,1102,-0.031813,0.014772,-0.058517,-0.00084,0.024,0.976,-3.18,1.48,-5.85,-0.08,true,run-heavy
2024,Dennis Allen,NO,562,9,0.5765124555160143,0.6116892881999464,-0.03517683268393217,0.6418364456725503,-6.5323990156536,-0.04616956901255055,0.41637010676156583,5.316725978647687,true,57.65,61.17,-3.52,-653.24,41.64,9,562,-0.035177,0.030669,-0.100632,0.018936,0.1215,0.8785,-3.52,3.07,-10.06,1.89,false,uncertain
2024,Dan Campbell,DET,1162,18,0.5499139414802066,0.5925963998148873,-0.042682458334680734,0.5850705849375454,-3.5156643457338856,0.16471646141135807,0.5051635111876076,6.4561101549053355,true,54.99,59.26,-4.27,-351.57,50.52,18,1162,-0.042682,0.013782,-0.069726,-0.015158,0.0,1.0,-4.27,1.38,-6.97,-1.52,true,run-heavy
2024,Shane Steichen,IND,1025,17,0.5531707317073171,0.6121589436545584,-0.058988211947241284,0.6365388552244844,-8.336812351716727,-0.041120971263349154,0.40487804878048783,5.564878048780487,true,55.32,61.22,-5.9,-833.68,40.49,17,1025,-0.058988,0.01805,-0.092455,-0.023625,0.0,1.0,-5.9,1.8,-9.25,-2.36,true,run-heavy
2024,Raheem Morris,ATL,1061,17,0.5598491988689915,0.6211407006677698,-0.061291501798778285,0.6374663100538391,-7.761711118484757,0.04800524241940324,0.48444863336475025,5.942507068803016,true,55.98,62.11,-6.13,-776.17,48.44,17,1061,-0.061292,0.016707,-0.091383,-0.027598,0.001,0.999,-6.13,1.67,-9.14,-2.76,true,run-heavy
2024,Nick Sirianni,PHI,1330,21,0.48796992481203005,0.5614517439688366,-0.0734818191568065,0.5765281000125565,-8.855817520052643,0.126038444901282,0.4496240601503759,5.803007518796992,true,48.8,56.15,-7.35,-885.58,44.96,21,1330,-0.073482,0.015623,-0.10286,-0.042108,0.0,1.0,-7.35,1.56,-10.29,-4.21,true,run-heavy
2024,Matt LaFleur,GB,1071,18,0.5191409897292251,0.5957815223724983,-0.07664053264327324,0.6013671978351588,-8.222620810593376,0.07428532833858022,0.45098039215686275,6.178338001867414,true,51.91,59.58,-7.66,-822.26,45.1,18,1071,-0.076641,0.018621,-0.116597,-0.043245,0.0,1.0,-7.66,1.86,-11.66,-4.32,true,run-heavy
2024,John Harbaugh,BAL,1157,19,0.5159896283491789,0.6014793141379294,-0.08548968578875056,0.5958437565037966,-7.985412815461771,0.2388726340501962,0.5056179775280899,6.996542783059637,true,51.6,60.15,-8.55,-798.54,50.56,19,1157,-0.08549,0.01439,-0.11331,-0.057699,0.0,1.0,-8.55,1.44,-11.33,-5.77,true,run-heavy
2025,Jonathan Gannon,ARI,1068,17,0.697565543071161,0.6428858042906389,0.054679738780522055,0.6563221946261014,4.124334844505966,-0.011923025455760438,0.43164794007490637,5.188202247191011,true,69.76,64.29,5.47,412.43,43.16,17,1068,0.05468,0.011728,0.029141,0.075212,1.0,0.0,5.47,1.17,2.91,7.52,true,pass-heavy
2025,Andy Reid,KC,1045,17,0.6564593301435406,0.6090071001287146,0.04745223001482597,0.6179076537275999,3.9508614214983853,0.03387396197725033,0.44401913875598087,5.228708133971292,true,65.65,60.9,4.75,395.09,44.4,17,1045,0.047452,0.016907,0.014785,0.080724,0.9985,0.0015,4.75,1.69,1.48,8.07,true,pass-heavy
2025,Sean Payton,DEN,1197,19,0.6324143692564745,0.598549253492014,0.03386511576446042,0.6154139289630883,1.7000440293386168,0.02957883876686201,0.4327485380116959,5.3274853801169595,true,63.24,59.85,3.39,170.0,43.27,19,1197,0.033865,0.011882,0.010609,0.057143,0.997,0.003,3.39,1.19,1.06,5.71,true,pass-heavy
2025,Sean McVay,LA,1257,20,0.5966587112171837,0.5700388001620892,0.02661991105509451,0.5703897298037318,2.6268981413451944,0.15224388326994187,0.5083532219570406,6.342879872712809,true,59.67,57.0,2.66,262.69,50.84,20,1257,0.02662,0.013214,0.002456,0.053697,0.9845,0.0155,2.66,1.32,0.25,5.37,true,pass-heavy
2025,Mike Vrabel,NE,1261,21,0.6090404440919904,0.5835811436798853,0.025459300412105187,0.5879873162331939,2.1053127858796636,0.0944703860611045,0.4623314829500397,6.072957969865186,true,60.9,58.36,2.55,210.53,46.23,21,1261,0.025459,0.01432,-0.005544,0.052149,0.957,0.043,2.55,1.43,-0.55,5.21,false,uncertain
2025,DeMeco Ryans,HOU,1206,19,0.6053067993366501,0.5801021812193887,0.02520461811726133,0.613067621417702,-0.6931634684700277,-0.025302939977622726,0.41376451077943616,5.154228855721393,true,60.53,58.01,2.52,-69.32,41.38,19,1206,0.025205,0.011605,0.002637,0.048012,0.9885,0.0115,2.52,1.16,0.26,4.8,true,pass-heavy
2025,Zac Taylor,CIN,1044,17,0.6580459770114943,0.6354628629833489,0.02258311402814544,0.6408926903687674,1.715328664272681,-0.007790194136622653,0.4549808429118774,5.3773946360153255,true,65.8,63.55,2.26,171.53,45.5,17,1044,0.022583,0.013266,-0.005333,0.047274,0.949,0.051,2.26,1.33,-0.53,4.73,false,uncertain
2025,Liam Coen,JAX,1123,18,0.6028495102404274,0.5816508176803457,0.021198692560081795,0.5860822236037689,1.6767286636658472,0.03317466188215878,0.44879786286731965,5.441674087266251,true,60.28,58.17,2.12,167.67,44.88,18,1123,0.021199,0.011707,-0.001182,0.04437,0.966,0.034,2.12,1.17,-0.12,4.44,false,uncertain
2025,Jim Harbaugh,LAC,1136,18,0.6382042253521126,0.6186229313572807,0.01958129399483199,0.6295156376141215,0.8688587737991147,-0.028530157760483045,0.43133802816901406,5.190140845070423,true,63.82,61.86,1.96,86.89,43.13,18,1136,0.019581,0.015926,-0.013844,0.048804,0.8875,0.1125,1.96,1.59,-1.38,4.88,false,uncertain
2025,Shane Steichen,IND,999,17,0.5995995995995996,0.5836400530703291,0.01595954652927058,0.6061805932520626,-0.6580993652463079,0.08313666511937406,0.46646646646646645,5.891891891891892,true,59.96,58.36,1.6,-65.81,46.65,17,999,0.01596,0.014956,-0.011773,0.046982,0.8685,0.1315,1.6,1.5,-1.18,4.7,false,uncertain
